date,location,morning,afternoon,evening,alcohol?,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,notes
26/1/20,"UK, Cbg",7,5,6,yes,Ch_Fr_2,Ch_Fr_2,Q,Q,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,WL-a_Fr_2,ExI_Fr_3,ExI_Fr_3,ExI_Fr_3,ExI_Fr_3,ExI_Fr_3,ExI_Fr_3,ExI_Fr_3,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,H,H,P-sm,Ch-e_Fam_1,Ch-e_Fam_1,WL-a,H,H,WL-o,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,WI-u,WI-u,WL-o,WL-o,WL-o,WL-o,P-sm,WL-o_Fr_3,WL-o_Fr_3,WL-a,P-sm,P-sm,Ch_Fr_2,Ch_Fr_2,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,WL-a_Fr_1,WL-a_Fr_1,WL-a_Fr_1,WL-a_Fr_1,P-sm,WL-a,WL-a,H,
27/1/20,"DE, Dre",4,5,6,yes,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,T C,T C,T C,T C,T,T,T I,T I,T I,T C,T C,T C,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T I,T,T I,T I,T I,T I,T WI-i,T WI-i,T WI-i,T WI-i,T WI-i,T I,T I,T Ch_Fr_1,ExL_Fr_1,WL-o,WL-o,P-sm,P-sm,T_Fr_1,T_Fr_1,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,WL-i_R_40,WL-i_R_40,WL-i_R_40,WL-i_R_40,WL-i_R_40,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,T_Fr_5,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,P-sm,P-sm,P-sm,WI-u,WI-u,WI-u,WI-u,S,Arrived in Dresden
28/1/20,"DE, Dre",6,7,5,yes,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,T Ch_Fr_5,T Ch_Fr_5,WL-a_Fr_5,WI-i_Fr_1,WI-i_Fr_1,WI-i_Fr_1,WI-i_Fr_1,WI-i_Fr_1,WI-i_Fr_1,WI-i_Fr_1,WI-i_Fr_1,WI-i_Fr_1,H,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,T Ch_Fr_4,WI-i,WI-i,WI-i,WI-i,WI-i_R_1,WI-i_R_1,WI-i_R_1,Ch_Fr_2,Ch_Fr_1,WL-o,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,T Ch_Fr_3,T Ch_Fr_3,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Q_Fr_4,Q_Fr_4,P-sm,WL-o,WL-o,WL-o,"Poster session, interview with Carl"
29/1/20,"DE, Dre",3,4,4,no,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,T I,T Ch_Fr_1,WL-o_Fr_1,WL-i_Fr_1,WL-i_Fr_1,WL-i,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,WI-i_R_2,I_Fr_3,WL-a,WL-o,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,T I_R_1,T I_R_1,I,WI-i_R_1,WI-i_R_1,WI-i_R_1,WI-i_R_1,T I_R_1,T I_R_1,I_Fr_1,I_Fr_1,WI-i_R_1,WI-i_R_1,WL-i,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,WL-o,WL-o,P-sm,P-sm,WL-o,T Ch_Fr_3,T Ch_Fr_3,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,WL-o,WL-o,WL-o,P-sm,WL-o,WL-o,S,S,"Interviews, lots of idle time"
30/1/20,"DE, Dre",5,4,6,yes,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fr_1,Ch_Fr_1,T I,T Ch_Fr_1,WL-i_Fr_5,WL-i_Fr_5,WL-i_Fr_5,WL-i_Fr_5,WL-i_R_3,WL-i_R_3,WL-i_R_3,WL-i_R_1,WL-i_R_3,WL-i_R_3,WL-i_R_3,Q,Ch_Fr_2,Ch_Fr_2,WL-i_R_3,WL-i_R_3,WL-i_R_3,WL-i_R_3,WL-o,WL-o,P-sm,P-sm,WL-i_R_1,WL-i_R_2,WL-i_R_2,WL-i_R_2,WL-i_R_2,WL-i_R_2,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-i_R_1,WI-i_R_1,Ch_Fr_2,Ch_Fr_2,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_2,Ch_Fr_2,I_Fr_2,I_Fr_2,I_Fr_2,I_Fr_2,T Ch_Fr_3,T Ch_Fr_3,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,"Lab visits,  chatting to PhDs, deciding between Agnes and Carl"
31/1/20,"DE, Dre",6,6,7,lots,Ch_Fr_1,Ch_Fr_1,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,T I,T Ch_Fr_1,Q,WL-a_Fr_2,WL-a,P-sm,P-sm,I,I,P-sm,P-sm,Ch_Fr_3,Q_Fr_6,Q_Fr_6,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,I,I,T Ch_Fr_2,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,T_Fr_1,P-sm,P-sm,P-sm,P-sm,WL-i,WL-i,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,T I,T I,I,I,I,T C-tv,"PhD offer, party, left Dresden"
1/2/20,"UK, Cbg",1,1,5,lots,T C-tv,T C-tv,T C-tv,T C-tv,T C-tv,T C-tv,T C-tv,T,S,S,S,S,S,S,S,S,S,T I,T I,T I,T I,T I,T I,T I,T I,T I,T S,T S,T S,T S,T I,T I,T I,T I,H,H,ExL,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,Ch_Fr_2,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,Ch_Fr_2,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,WL-o_Fr_10,ExL_Fr_2,ExL_Fr_2,H,H,ExL,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,"Congress, super tired after not sleeping, stressed"
2/2/20,"UK, Cbg",4,6,6,no,ExL_Fr_2,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,S,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,H,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,H,P-sm,P-sm,WL-a,C-tv,C-tv,C-tv,C-tv,C-tv,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch-e_Fam_1,Ch-e_Fam_1,ExL,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,C,C,P-sm,WL-a,P-sm,P-sm,"Day to rest, lots of time with friends"
3/2/20,"UK, Cbg",5,5,5,no,Q,Q,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL,WL-a,Ch_Fr_1,I,WL-a,WI-u,WI-u,WL-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,H,Ch_Fr_4,Ch_Fr_4,WI-u_Fr_3,WI-u_Fr_3,WI-u_Fr_3,WL-a,WI-u_Fr_1,WI-u_Fr_1,WI-i,WI-i,WI-i,WI-i,WI-i,WL-i_Fr_1,WL-a,WL-a,WL-a,Ch_Fr_10,Ch_Fr_10,WL-a,WL-a,ExL,H,P-sm,H,C,WL-a,WL-a,P-sm,WI-u,WI-u,WI-u,WI-u,WI-u,WL-a,WL-a,I,WL-a,Ch_Fr_1,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,
4/2/20,"CH, Zur",6,5,3,no,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,ExL,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WL-u_Fr_1,P-sm,WL-u_Fr_1,WL-u_Fr_1,I_Fr_1,ExL,H,WL-a,P-sm,I,I,ExL,T,T WL-i,T WL-i,T WL-i,T WL-i,T C,T C,T C,WL-o,T,T,T,T H,T I,T I,T I,T S,T S,T S,T S,T WL-u,T WL-u,T WL-u,T WL-u,T WL-u,T WL-u,T I,T I,T I,T I,Ch_R_1,Ch_R_1,Ch_R_1,WL-a,WL-a,P-sm,P-sm,Ch_R_1,Ch_R_1,S,S,Arrived to Zurich
5/2/20,"CH, Zur",4,4,5,yes,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,T_R_1,T_R_1,I_R_1,WL-i,WL-i,WL-i,T_R_5,T_R_5,WI-i,WI-i,WL-i,WL-i,Ch_R_5,I,I,WI-i,WI-i,Ch_Fr_1,WL-a,I,WL-a,Ch_R_4,Ch_R_4,Ch_R_4,Ch_R_4,Ch_R_1,T I,T I,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,P-sm,WL-a,WL-a,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_R_4,Ch_R_4,Ch_R_4,Ch_R_4,Ch_R_4,Ch_R_4,Ch_R_4,T Ch_R_4,T Ch_R_4,I,I,Ch_Fr_1,P-sm,P-sm,Ch_Fr_1,Ch_Fr_1,S,S,S,S,"Admission interview in Zurich, nice place but the uni doesn't spark joy"
6/2/20,"CH, Bas",4,6,5,no,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,Ch_R_1,Ch_R_2,Ch_R_2,Ch_R_2,T,T,T,WL-a,WL-a,P-sm,WL-a,WL-a,WL-i,WL-i,WL-i,WL-i,Ch_Fr_1,Ch_Fr_2,H,H,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,ExL,I,P-sm,P-sm,H,Q,Q,Q,I,P-sm,P-sm,Ch_Fr_1,WI-i,WI-i,WI-i,WI-i,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,WL-o_Fr_3,WL-o_Fr_2,S,S,
7/2/20,"CH, Zur",4,5,5,yes,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,H,T,T,T S,T S,T S,T S,T S,T,T,T,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,T,T,T,T,T,T,T,Ch_Fr_1,Ch_Fr_2,Ch_Fr_3,WI-i,WI-i,WL-a,WL-a,P-sm,P-sm,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,
8/2/20,"UK, Cbg",4,6,7,lots and lots,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fr_1,Ch_Fr_2,T Ch_Fr_2,T Ch_Fr_2,T Ch_Fr_2,T I,T I,T I,T I,T I,T I,T I,T I,T I,T I,T C-b,T C-b,T C-b,T,T,WL-a,T C-b,T C-b,T C-b,T C-b,T I,T I,ExL I,WL-a,WL-a,WL-a,P-sm,Q,Q,P-sm,S,S,S,S,S,S,S,S,H,P-sm,P-sm,Ch_Fr_3,Ch_Fr_3,P-sm,H,ExL,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,"Came back from Switzerland, Eastern European party"
9/2/20,"UK, Cbg",4,3,4,yes,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Q,Q,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,P-sm,WL-a,WL-o,WL-o,H,WL-a,WL-a,WL-a,WL-a,P-sm,P-sm,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,WL-o_Fr_2,WL-o_Fr_2,WL-o_Fr_2,WL-o_Fr_2,Ch-e_Fam_1,Ch-e_Fam_1,WL-a,Ch_Fr_3,Ch_Fr_3,WL-a,ExL WL-i,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,ExL WL-i,P-sm,C,C,S,S,"Not enough energy to do work, chilling"
10/2/20,"UK, Cbg",4,5,6,yes,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL Q-p,WI-u_Fr_1,WI-u_Fr_2,WI-u_Fr_3,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,ExL WL-i,H,WL-u,WL-a,WI-u,WI-u,WI-u,WI-u,H,WL-u,WI-u,WI-u,WI-u,H,H,I,I,WL-u,WL-a,WL-a,P-sm,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-i,WI-i,WI-i,WL-o,WI-u,WI-u,WI-u,WL-u,Ch_Fr_2,Ch_Fr_3,Ch_Fr_4,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,Ch_Fr_2,Ch_Fr_2,First day back at work
11/2/20,"UK, Cbg",5,4,4,no,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,ExL Q-p,WI-u_Fr_4,WI-u_Fr_4,WI-u_Fr_4,WL-u,WL-u,WL-u,C,Ch_Fr_2,WI-u_Fr_3,WI-u_Fr_3,WI-u_Fr_3,WL-u_Fr_3,WL-u_Fr_3,P-sm,WL-u_Fr_3,I_Fr_2,ExL C,H,P-sm,WL-u,Ch_Fr_1,WI-u,P-sm,S,H,WI-u,WI-u,WI-u,WI-u,WI-u,WL-i,WL-i,WL-i,WI-u,WI-u,WI-u,WL-i,H,WI-u,WI-u,WI-u,H,WI-u,WI-i,WI-i,WI-i,WI-i,P-sm,WI-i,WI-i,WI-i,WI-i,H,Q,Q,Q,Q,Q,Q,Q,
12/2/20,"UK, Cbg",2,4,5,yes,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL Q-p,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WL-i,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WL-i_Fr_1,Ch_Fr_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_2,WL-i,ExL C,H,H,P-sm,WL-o,WL-o,WI-u,WI-u,WI-u,P-sm,WI-u,WI-u,WI-i,WI-u,WI-u,I,WI-o,WL-o,WI-u,WI-u,P-sm,I,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Q,Q,Q,Q,computer restarted at 98% of doing my code
13/2/20,"UK, Cbg",5,2,5,yes,Q,Q,Q,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Q-n,H,WL-a,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,H,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,C,WI-i,WI-i,WI-i,WI-i,C,H,H,Q,Q,Q,Q,Q,Q,Q,Q,ExL,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,ExL,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,ExL,H,Q,Q,Q,Q,
14/2/20,"UK, Cbg",4,5,7,no,Q,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL Q-p,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WI-u,WI-u,WI-u,WI-u,Ch_Fr_3,WL-a,WL-o,WL-o,Ch_Fr_1,WI-u,WI-u,WI-u,Ch_Fr_2,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WL-u_Fr_1,I,P-sm,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-a,WI-u,WL-a,ExL C,H C,H C,H C,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Watched the rest of fleabag and it was incredible
15/2/20,"UK, Cbg",3,5,7,lots,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,C,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,P-sm,H,H,P-sm,WL-i,WL-a,P-sm,P-sm,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_1,Ch_Fr_1,Q,Q,WI-u,WI-u,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WL-u,P-sm,WL-u,WL-u,H,H,WL-o_Fr_2,WL-o_Fr_2,C-f_Fr_2,C-f_Fr_2,C-f_Fr_2,C-f_Fr_2,C-f_Fr_2,C-f_Fr_2,C-f_Fr_2,C-f_Fr_2,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,"Corpus Christi with PolSoc, imprezka"
16/2/20,"UK, Cbg",5,5,7,no,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,P-sm,H,H,WI-u,WI-u,WI-u,WL-u,Ch_Fr_1,Ch-e_Fam_1,Ch-e_Fam_1,Q,Q,P-sm,P-sm,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,I,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,H,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,ExL,Ch_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,Ch_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,"duzo prokastynacji, wieczorem filmy z Maria"
17/2/20,"UK, Cbg",2,3,6,no,C-f_Fr_1,ExL,WI-u,WI-u,P-sm,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,P-sm,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,P-sm,P-sm,H,H,WL-a,WI-u,P-sm,P-sm,WL-u,WL-u,WI-u,WI-u,S,S,H,ExL C,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WL-u,H,H,H,P-sm,WL-o_Fr_2,WL-o_Fr_2,I,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_2,H,WL-a,WL-u,WL-o,WI-u,WI-u,WL-u,WI-u,WI-u,WI-u,H C,H C,H C,P-sm,C,Ch_Fr_1,C,C,C,Moj kod nie zadzialal:<<
18/2/20,"UK, Cbg",4,5,5,hmm,C,C,C,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL Q-p,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,WI-u,WL-o,WL-o,WI-u,WI-u,I,WI-u,WI-u,WI-u,WL-u,I,WI-u,Ch_Fr_3,WI-u,Q,Q,WI-u,WI-u,WI-o,WI-o,WI-o,ExL C,H,H,H,WL-o_Fr_5,WL-o_Fr_5,WL-o_Fr_5,WL-o_Fr_5,WL-o_Fr_5,WL-o_Fr_5,H,ExL,WI-u,WI-u,P-sm,Q,Q,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,ExL_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,
